,gender_male,age_at_release,gang_affiliated,supervision_risk_score_first,education_level,dependents,prison_years,prior_arrest_episodes_felony,prior_arrest_episodes_misd,prior_arrest_episodes_violent,prior_arrest_episodes_property,prior_arrest_episodes_drug,prior_arrest_episodes_ppviolationcharges,prior_arrest_episodes_dvcharges,prior_arrest_episodes_guncharges,condition_mh_sa,condition_cog_ed,condition_other,violations_electronicmonitoring,violations_instruction,violations_failtoreport,violations_movewithoutpermission,delinquency_reports,program_attendances,residence_changes,avg_days_per_drugtest,drugtests_thc_positive,drugtests_cocaine_positive,drugtests_meth_positive,drugtests_other_positive,percent_days_employed,recidivism_within_3years
1622,1,43-47,0,9.0,less than hs diploma,2,1-2 years,10,6,1,5,2,3,0,0,0,1,0,0,0,1,0,4,0,2,166.4,0.0,0.0,0.0,0.0,0.0,1
1623,1,33-37,0,8.0,high school diploma,0,1-2 years,10,6,0,5,1,5,0,0,1,1,0,0,1,0,0,4,10,0,2.159793814,0.005154639,0.020618556,0.0,0.0,0.293556086,0
1624,1,28-32,0,6.0,less than hs diploma,2,more than 3 years,6,6,2,5,0,3,1,0,1,1,1,0,0,0,0,0,7,1,31.48148148,0.0,0.0,0.0,0.0,0.925882353,0
1625,1,28-32,1,7.0,high school diploma,3,1-2 years,2,6,0,3,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.955654102,1
1626,1,28-32,0,10.0,less than hs diploma,1,1-2 years,8,6,1,1,2,5,0,1,0,0,0,0,0,0,0,0,7,1,152.1666667,0.166666672,0.0,0.0,0.0,0.0,1
1628,1,33-37,0,4.0,at least some college,0,less than 1 year,5,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,32.42857143,0.0,0.0,0.0,0.0,0.949339207,0
1629,1,33-37,0,6.0,at least some college,3,1-2 years,10,3,1,1,5,3,1,0,1,1,0,0,0,0,0,0,0,0,31.4,0.0,0.0,0.0,0.0,1.0,0
1630,1,28-32,0,4.0,high school diploma,2,less than 1 year,5,3,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
1633,1,33-37,0,6.0,less than hs diploma,0,1-2 years,8,6,1,0,4,5,0,0,1,1,0,0,0,0,0,0,6,0,24.58333333,0.0,0.0,0.0,0.0,1.0,0
1634,1,38-42,0,8.0,less than hs diploma,3,greater than 2 to 3 years,10,6,3,3,2,5,0,1,1,1,1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1
1635,1,43-47,0,2.0,high school diploma,0,less than 1 year,8,6,3,5,1,5,1,0,1,0,0,0,1,0,1,4,6,3,102.4,0.0,0.200000003,0.0,0.0,0.0,1
1636,1,43-47,0,10.0,high school diploma,0,more than 3 years,10,2,0,5,1,4,0,0,1,1,1,0,0,0,0,0,3,0,56.875,0.0625,0.0625,0.0,0.0,0.997802198,0
1637,1,43-47,0,4.0,less than hs diploma,1,greater than 2 to 3 years,3,5,2,2,0,0,0,0,1,0,1,0,0,0,0,0,5,0,33.83333333,0.0,0.0,0.0,0.0,1.0,0
1638,1,23-27,0,8.0,less than hs diploma,1,1-2 years,5,5,1,1,3,3,0,0,1,1,0,0,0,0,0,0,6,0,27.63157895,0.0,0.0,0.0,0.0,0.952380952,0
1639,1,48 or older,0,3.0,high school diploma,3,1-2 years,9,6,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,1,9.571428571,0.0,0.0,0.0,0.0,0.0,1
1640,1,38-42,1,9.0,less than hs diploma,3,greater than 2 to 3 years,10,5,3,5,5,5,1,0,1,0,0,0,0,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1
1641,1,28-32,1,5.0,less than hs diploma,3,greater than 2 to 3 years,8,6,3,2,0,5,1,0,1,0,1,0,0,1,0,0,0,0,115.2,0.0,0.0,0.0,0.0,0.876736111,0
1642,1,48 or older,0,4.0,high school diploma,0,1-2 years,10,6,1,5,3,5,1,1,1,0,0,0,0,0,0,0,8,0,884.0,0.0,0.0,0.0,1.0,0.0,1
1643,0,33-37,0,5.0,less than hs diploma,2,less than 1 year,2,2,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,29.66666667,0.0,0.0,0.0,0.0,0.0,1
1644,1,33-37,0,5.0,less than hs diploma,3,more than 3 years,9,4,2,0,5,4,0,0,1,0,0,0,0,0,0,0,10,1,18.2,0.050000001,0.0,0.0,0.0,0.0,1
1645,1,48 or older,0,3.0,high school diploma,0,less than 1 year,8,6,0,5,5,2,0,0,1,0,0,0,0,0,1,0,6,0,81.4,0.200000003,0.200000003,0.0,0.0,0.0,0
1646,1,43-47,0,3.0,less than hs diploma,3,less than 1 year,10,6,1,5,2,5,0,0,1,1,0,0,1,1,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1
1647,1,28-32,1,7.0,at least some college,2,1-2 years,9,6,3,3,1,5,0,0,1,0,1,0,0,0,0,0,3,0,155.0,0.0,0.0,0.0,0.0,1.0,1
1648,1,48 or older,0,3.0,high school diploma,3,less than 1 year,10,6,3,5,1,5,0,1,1,1,1,0,0,0,0,3,0,0,111.6666667,0.0,0.0,0.333333343,0.0,0.0,1
1649,1,28-32,0,7.0,high school diploma,3,less than 1 year,9,3,1,2,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1
1650,1,33-37,0,7.0,high school diploma,1,1-2 years,8,6,3,0,5,5,1,0,1,0,0,0,0,0,0,0,6,0,21.77777778,0.111111112,0.0,0.0,0.0,0.5,1
1652,1,33-37,0,4.0,at least some college,3,1-2 years,6,2,2,1,2,1,0,1,1,0,0,0,0,0,0,0,6,0,41.08333333,0.0,0.083333336,0.0,0.0,0.922920892,0
1653,1,33-37,1,8.0,high school diploma,1,more than 3 years,2,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3,104.952381,0.0,0.0,0.0,0.0,0.2146098,1
1654,1,33-37,0,9.0,less than hs diploma,0,less than 1 year,10,6,0,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,230.5,0.0,0.5,0.0,0.0,0.0,1
1655,0,38-42,0,4.0,high school diploma,2,less than 1 year,10,5,2,5,4,2,0,0,1,0,0,0,0,0,0,0,6,1,21.62962963,0.0,0.0,0.111111112,0.0,1.0,0
1656,1,33-37,1,1.0,less than hs diploma,1,more than 3 years,10,6,1,5,1,5,0,0,1,1,1,0,0,0,0,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1
1657,1,33-37,0,3.0,high school diploma,0,less than 1 year,10,6,0,0,3,3,0,0,1,0,1,0,0,0,0,0,10,0,49.0,0.111111112,0.111111112,0.0,0.0,1.0,1
1658,1,48 or older,0,3.0,at least some college,2,1-2 years,6,3,0,0,0,2,0,1,0,0,1,0,0,0,0,4,10,0,79.1,0.0,0.0,0.0,0.0,0.763590392,0
1659,1,48 or older,0,5.0,less than hs diploma,1,1-2 years,10,6,3,5,1,5,0,0,0,0,1,1,0,0,0,4,10,2,26.0,0.05882353,0.117647059,0.0,0.0,0.407239819,0
1660,1,28-32,0,10.0,high school diploma,1,1-2 years,10,6,3,5,4,5,1,0,1,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
1661,1,48 or older,0,5.0,less than hs diploma,0,1-2 years,10,6,0,4,4,5,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.462616822,1
1662,1,43-47,0,5.0,high school diploma,0,1-2 years,4,6,1,2,2,5,0,0,1,1,0,0,1,0,1,0,6,0,164.6666667,0.0,0.0,0.0,0.0,0.961538462,1
1663,1,48 or older,0,8.0,high school diploma,1,1-2 years,10,6,3,2,5,5,0,0,1,1,0,0,0,0,0,0,0,1,128.75,0.0,0.0,0.0,0.0,0.951456311,0
1664,1,48 or older,0,2.0,high school diploma,3,less than 1 year,10,6,2,5,2,5,1,1,1,0,0,0,1,0,0,4,0,0,56.5,0.25,0.25,0.0,0.25,0.0,1
1665,1,28-32,0,8.0,high school diploma,0,1-2 years,7,4,0,5,2,5,0,0,1,1,0,0,0,0,0,1,6,2,22.14285714,0.0,0.0,0.020408163,0.0,0.852534562,0
1666,1,33-37,0,9.0,less than hs diploma,1,greater than 2 to 3 years,10,6,2,5,5,5,0,0,1,0,0,0,0,0,0,0,0,3,197.8,0.0,0.0,0.0,0.0,0.147623862,1
1667,1,38-42,0,6.0,high school diploma,2,greater than 2 to 3 years,5,1,1,0,5,3,0,0,1,0,0,0,0,0,0,2,10,0,61.17647059,0.0,0.0,0.05882353,0.0,0.976923077,1
1668,1,33-37,0,8.0,less than hs diploma,3,less than 1 year,7,5,0,3,3,4,0,1,1,1,0,0,0,0,0,0,5,2,164.0,0.0,0.0,0.142857149,0.0,0.858013937,1
1669,0,43-47,0,10.0,at least some college,2,1-2 years,10,4,0,5,0,0,0,0,1,1,0,0,0,0,0,0,10,0,167.1428571,0.0,0.0,0.0,0.0,0.570940171,0
1670,1,43-47,0,4.0,high school diploma,0,1-2 years,9,6,3,2,5,5,1,0,1,1,0,0,0,0,0,0,0,0,26.2,0.0,0.0,0.0,0.0,0.709923664,1
1671,1,33-37,0,8.0,high school diploma,3,greater than 2 to 3 years,7,4,2,3,4,0,0,0,1,1,0,0,0,0,0,0,9,3,40.88235294,0.05882353,0.0,0.0,0.0,0.804316547,1
1673,1,28-32,0,8.0,high school diploma,3,greater than 2 to 3 years,9,3,1,1,5,5,1,0,0,1,0,0,1,0,0,0,1,3,442.0,0.25,0.0,0.0,0.0,0.020927602,1
1674,1,28-32,0,5.0,less than hs diploma,1,less than 1 year,10,6,1,5,3,5,0,1,0,0,1,0,0,0,1,0,8,2,35.8,0.100000001,0.0,0.0,0.0,0.474860335,0
1675,1,43-47,0,4.0,at least some college,3,less than 1 year,10,6,3,5,3,5,0,1,0,0,0,0,1,0,0,3,0,0,113.3333333,0.333333343,0.0,0.333333343,0.0,0.0,0
1676,1,48 or older,0,10.0,high school diploma,0,more than 3 years,10,3,1,5,5,2,0,0,1,1,1,0,0,0,0,0,10,1,38.75,0.0,0.125,0.0,0.0,0.703225806,1
1677,1,43-47,0,4.0,less than hs diploma,3,more than 3 years,5,3,0,3,1,5,0,0,0,0,0,0,0,0,0,0,1,0,72.66666667,0.06666667,0.06666667,0.0,0.0,1.0,0
1678,1,38-42,0,7.0,high school diploma,2,1-2 years,10,6,3,5,3,5,1,0,1,1,0,0,0,0,0,0,7,2,57.83333333,0.0,0.0,0.0,0.0,0.997118156,1
1679,1,43-47,0,5.0,high school diploma,2,less than 1 year,10,6,3,5,3,5,1,0,1,0,0,0,1,1,0,0,0,1,38.77272727,0.0,0.0,0.045454547,0.0,0.0,1
1680,0,38-42,0,3.0,less than hs diploma,2,1-2 years,4,5,0,1,4,2,0,1,1,0,0,0,0,0,0,4,0,0,5.149152542,0.0,0.0,0.013559322,0.006779661,0.0,0
1681,0,28-32,0,6.0,high school diploma,3,1-2 years,5,6,0,1,5,5,0,1,1,0,0,0,0,0,0,0,5,2,49.8,0.0,0.0,0.0,0.0,1.0,1
1682,1,38-42,0,3.0,less than hs diploma,3,1-2 years,10,6,3,3,5,5,1,0,1,0,0,0,0,1,0,0,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1
1683,1,48 or older,0,2.0,high school diploma,3,less than 1 year,9,6,1,3,4,5,0,0,1,0,0,0,1,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1
1684,1,33-37,0,6.0,less than hs diploma,2,more than 3 years,4,6,0,2,5,4,0,0,1,1,1,0,1,0,0,4,0,1,9.43030303,0.006060606,0.006060606,0.006060606,0.036363635,0.936375321,0
1685,1,48 or older,0,2.0,high school diploma,0,less than 1 year,10,6,3,5,2,5,0,1,1,1,0,0,0,0,0,0,6,0,31.36363636,0.0,0.0,0.0,0.0,1.0,1
1686,1,48 or older,0,5.0,high school diploma,0,1-2 years,10,6,3,5,5,3,0,1,1,1,0,0,0,0,0,3,6,2,25.03030303,0.0,0.030303031,0.0,0.0,0.0,1
1687,1,33-37,0,6.0,high school diploma,3,1-2 years,8,6,0,0,5,4,0,0,1,0,0,0,0,0,0,0,6,0,99.0,0.125,0.0,0.0,0.0,0.444444444,1
1688,1,38-42,0,8.0,less than hs diploma,3,less than 1 year,10,6,2,5,2,5,0,0,1,0,0,0,1,0,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1
1690,1,38-42,0,10.0,less than hs diploma,3,more than 3 years,10,6,2,5,2,5,1,0,0,0,1,1,0,0,0,0,2,0,21.44444444,0.0,0.0,0.0,0.0,1.0,1
1691,0,28-32,0,7.0,high school diploma,1,less than 1 year,7,4,2,4,0,2,1,0,1,0,0,0,0,0,0,4,0,2,15.34,0.039999999,0.02,0.039999999,0.0,1.0,1
1692,1,48 or older,0,3.0,high school diploma,2,greater than 2 to 3 years,6,5,0,0,5,3,0,0,1,1,0,0,0,0,0,0,4,0,49.66666667,0.0,0.0,0.0,0.0,1.0,0
1693,1,28-32,1,7.0,at least some college,3,greater than 2 to 3 years,5,6,1,4,0,2,0,0,1,0,0,0,0,0,0,0,5,0,24.33333333,0.06666667,0.0,0.06666667,0.0,0.621917808,1
1694,1,28-32,0,10.0,high school diploma,3,1-2 years,10,6,1,5,5,5,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
1695,0,33-37,0,6.0,high school diploma,3,more than 3 years,6,4,0,1,5,1,0,0,1,1,0,0,0,0,0,0,4,1,70.29411765,0.0,0.0,0.0,0.0,0.986610879,0
1696,1,28-32,1,8.0,high school diploma,3,greater than 2 to 3 years,6,6,1,0,5,0,0,1,1,1,0,0,0,0,0,1,0,0,208.0,0.0,0.0,0.0,0.0,0.465544872,1
1697,1,33-37,0,9.0,less than hs diploma,1,greater than 2 to 3 years,7,6,2,3,2,5,0,0,1,1,1,1,0,1,0,0,10,0,11.71428571,0.047619049,0.047619049,0.0,0.0,1.0,1
1698,0,38-42,0,5.0,at least some college,1,1-2 years,3,4,0,0,5,2,0,0,1,0,0,0,0,0,0,4,6,0,114.8333333,0.0,0.0,0.0,0.0,0.181422351,0
1699,1,33-37,1,3.0,at least some college,1,less than 1 year,10,6,3,5,2,5,1,1,1,0,0,0,0,0,0,0,0,1,14.66666667,0.0,0.0,0.0,0.0,1.0,1
1700,1,48 or older,0,10.0,less than hs diploma,0,less than 1 year,10,5,0,5,3,3,0,0,1,0,0,0,1,0,0,0,0,0,205.0,0.0,0.0,0.0,0.0,0.76,0
1701,0,43-47,0,4.0,at least some college,0,more than 3 years,7,3,1,4,0,4,0,0,1,1,1,0,0,0,0,0,6,1,50.4,0.0,0.0,0.0,0.0,0.694444444,0
1702,1,48 or older,0,6.0,high school diploma,3,greater than 2 to 3 years,10,6,3,5,3,2,0,1,1,0,0,0,0,0,0,3,2,1,80.88461538,0.0,0.03846154,0.0,0.03846154,0.038040894,0
1703,1,33-37,0,1.0,high school diploma,3,1-2 years,10,4,1,5,1,3,0,1,1,0,1,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1
1704,0,33-37,0,4.0,less than hs diploma,0,less than 1 year,6,6,3,2,4,5,1,0,1,0,1,0,1,0,0,2,7,0,38.5,0.0,0.0,0.0,0.0,0.0,0
1705,1,33-37,0,8.0,less than hs diploma,2,greater than 2 to 3 years,10,6,1,5,5,5,0,1,0,1,0,0,1,0,0,0,6,3,101.1111111,0.111111112,0.0,0.0,0.0,0.637362637,0
1706,0,38-42,0,4.0,at least some college,2,less than 1 year,4,6,0,1,2,2,0,0,1,1,0,0,0,0,0,0,6,0,62.42857143,0.0,0.0,0.0,0.0,0.768878719,0
1708,1,48 or older,0,9.0,high school diploma,1,greater than 2 to 3 years,10,6,3,5,0,5,0,1,1,0,1,0,0,0,1,3,0,1,43.66666667,0.0,0.0,0.0,0.0,0.0,1
1709,1,38-42,0,3.0,high school diploma,3,less than 1 year,10,6,3,1,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1710,1,43-47,0,5.0,at least some college,3,1-2 years,10,6,2,5,5,5,1,0,1,1,0,0,1,0,0,0,9,2,67.54545455,0.0,0.0,0.0,0.0,0.0,1
1711,1,28-32,0,6.0,less than hs diploma,3,1-2 years,5,3,0,1,1,4,0,0,0,1,1,0,0,0,0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.943243243,1
1712,1,33-37,0,5.0,high school diploma,3,1-2 years,6,6,0,2,3,5,0,0,0,0,0,0,1,0,0,0,0,0,49.0,0.5,0.0,0.0,0.0,0.928571429,0
1713,0,28-32,0,8.0,less than hs diploma,3,less than 1 year,8,0,0,5,1,2,0,0,1,0,1,0,0,0,0,0,6,2,19.45,0.0,0.0,0.0,0.0,1.0,1
1714,1,48 or older,0,4.0,less than hs diploma,3,more than 3 years,10,6,1,3,3,5,0,1,1,1,1,1,0,0,0,0,0,0,214.0,0.0,0.0,0.0,0.0,0.0,1
1715,1,38-42,0,7.0,high school diploma,1,1-2 years,10,2,0,5,1,2,0,0,0,1,0,0,0,0,0,4,7,0,21.14,0.059999999,0.0,0.079999998,0.02,0.903500473,1
1716,1,28-32,0,6.0,high school diploma,2,1-2 years,2,4,0,1,2,2,0,0,1,1,0,0,0,0,0,0,2,0,240.2,0.0,0.200000003,0.0,0.0,0.776852623,0
1717,1,33-37,0,8.0,less than hs diploma,3,1-2 years,10,6,3,5,5,5,1,1,1,1,1,0,1,1,1,4,0,0,196.3333333,0.0,0.0,0.0,0.333333343,0.0,1
1718,0,43-47,0,4.0,at least some college,0,less than 1 year,10,6,0,4,4,3,0,0,1,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1720,1,28-32,0,7.0,at least some college,3,1-2 years,4,3,1,3,0,3,0,0,1,0,0,0,0,0,0,1,6,1,99.30769231,0.0,0.0,0.0,0.0,1.0,0
1721,1,48 or older,0,1.0,high school diploma,3,more than 3 years,6,4,3,2,1,2,0,0,0,0,1,0,0,0,0,0,10,0,105.8333333,0.0,0.0,0.0,0.0,0.856692913,1
1722,0,48 or older,0,1.0,at least some college,0,more than 3 years,10,6,1,5,3,2,0,0,1,1,0,1,0,0,0,0,0,1,18.38095238,0.0,0.0,0.0,0.095238097,1.0,0
1723,1,28-32,0,4.0,less than hs diploma,2,less than 1 year,4,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,173.5,0.5,0.0,0.0,0.0,0.962536023,1
1724,1,33-37,1,7.0,high school diploma,0,1-2 years,10,3,2,5,1,5,0,0,1,1,0,0,0,0,0,0,2,1,36.8,0.0,0.0,0.0,0.0,0.945652174,1
1726,1,43-47,0,3.0,less than hs diploma,2,1-2 years,10,6,3,0,5,5,1,0,1,1,0,0,0,0,0,0,1,1,124.2,0.0,0.0,0.0,0.0,0.057971014,1
1727,1,28-32,0,7.0,less than hs diploma,3,more than 3 years,3,2,1,2,1,1,0,1,1,0,1,1,0,0,0,0,4,0,39.28,0.0,0.0,0.0,0.0,0.677189409,1
1728,1,33-37,1,1.0,high school diploma,2,less than 1 year,10,6,0,3,4,5,0,0,1,1,0,0,1,0,0,4,10,1,24.71428571,0.0,0.0,0.047619049,0.0,0.0,1
1729,0,38-42,0,7.0,at least some college,0,greater than 2 to 3 years,10,6,1,2,5,5,0,1,1,1,0,0,0,0,0,0,0,2,95.33333333,0.0,0.0,0.0,0.0,0.793706294,1
1730,1,48 or older,0,7.0,high school diploma,1,less than 1 year,10,6,1,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
1731,1,33-37,0,10.0,less than hs diploma,0,greater than 2 to 3 years,8,6,3,0,3,5,0,0,0,0,0,0,1,0,1,3,0,0,223.0,0.5,0.0,0.0,0.0,0.0,0
1732,1,43-47,0,2.0,less than hs diploma,2,less than 1 year,10,4,1,5,1,2,1,0,1,1,0,0,1,1,1,4,10,0,24.64285714,0.142857149,0.0,0.071428575,0.0,1.0,1
1733,1,33-37,0,6.0,at least some college,3,less than 1 year,10,6,1,1,5,5,1,1,1,0,0,0,0,0,0,0,7,0,46.5,0.100000001,0.0,0.0,0.0,1.0,0
1734,0,48 or older,0,5.0,at least some college,1,1-2 years,10,3,0,5,1,5,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0
1735,1,38-42,0,5.0,less than hs diploma,0,1-2 years,6,6,0,4,4,5,0,0,1,0,0,0,0,0,0,0,0,2,31.9,0.0,0.0,0.0,0.0,0.0,0
1736,1,43-47,0,4.0,less than hs diploma,3,1-2 years,9,6,0,0,4,5,0,0,1,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1
1737,1,28-32,0,10.0,high school diploma,2,1-2 years,10,6,3,4,4,5,0,1,1,1,1,0,0,0,0,4,10,0,24.54545455,0.090909094,0.0,0.090909094,0.090909094,1.0,1
1738,1,28-32,0,8.0,less than hs diploma,3,1-2 years,10,6,1,5,3,5,0,0,1,1,0,0,0,0,0,0,9,0,19.2,0.0,0.0,0.0,0.0,1.0,0
1739,1,38-42,0,7.0,at least some college,3,greater than 2 to 3 years,10,6,3,4,5,5,0,1,1,1,0,0,0,0,0,0,0,0,220.5,0.0,0.0,0.0,0.0,0.0,1
1740,1,28-32,0,7.0,high school diploma,3,greater than 2 to 3 years,4,3,1,3,0,2,0,0,1,1,0,0,1,0,0,0,0,1,125.0,0.0,0.0,0.0,0.0,1.0,1
1741,1,43-47,0,9.0,high school diploma,0,1-2 years,10,6,3,5,4,5,1,1,0,0,0,0,1,0,0,4,3,2,22.57142857,0.0,0.0,0.047619049,0.0,1.0,1
1742,1,33-37,0,6.0,less than hs diploma,1,1-2 years,10,5,2,5,0,1,1,1,0,1,0,0,0,1,0,0,0,1,73.7,0.0,0.0,0.0,0.0,0.713704206,1
1743,0,48 or older,0,4.0,high school diploma,1,less than 1 year,4,6,3,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.985106383,1
1744,1,43-47,0,5.0,less than hs diploma,2,greater than 2 to 3 years,8,6,2,2,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.980842912,0
1745,1,18-22,0,7.0,less than hs diploma,1,greater than 2 to 3 years,2,4,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
1746,1,28-32,0,6.0,less than hs diploma,0,less than 1 year,8,6,0,1,2,5,0,0,0,0,0,0,0,1,0,0,6,3,29.33333333,0.166666672,0.0,0.0,0.0,0.357954545,1
1747,1,28-32,0,10.0,less than hs diploma,1,more than 3 years,5,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,92.42857143,0.0,0.0,0.0,0.0,0.99690881,0
1748,0,38-42,0,3.0,less than hs diploma,2,greater than 2 to 3 years,10,6,3,4,1,5,0,0,1,1,1,0,0,0,0,0,2,0,76.0,0.0,0.0,0.0,0.0,0.0,0
1749,1,38-42,0,5.0,less than hs diploma,1,less than 1 year,6,6,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1
1750,1,43-47,0,8.0,at least some college,0,more than 3 years,10,6,0,5,1,5,0,0,1,1,0,0,0,0,0,0,0,2,53.5,0.0,0.0,0.0,0.0,0.96728972,1
1751,1,33-37,0,5.0,high school diploma,0,greater than 2 to 3 years,6,6,2,2,2,2,1,0,1,1,0,0,0,0,0,4,9,2,0.0,0.0,0.0,0.0,0.0,1.0,0
1752,0,43-47,0,10.0,high school diploma,1,more than 3 years,10,2,1,5,2,5,0,0,0,1,0,0,0,0,0,0,0,1,105.6666667,0.0,0.0,0.0,0.0,0.623028391,0
1753,1,43-47,0,7.0,high school diploma,1,1-2 years,10,6,3,5,5,5,0,0,1,0,1,0,0,0,0,2,1,2,4.971830986,0.014084507,0.0,0.014084507,0.028169014,1.0,0
1754,1,33-37,0,7.0,less than hs diploma,0,1-2 years,5,4,1,2,4,2,0,0,0,1,0,0,0,0,0,0,1,1,63.95238095,0.095238097,0.0,0.0,0.0,0.765450484,0
1755,1,33-37,0,9.0,high school diploma,0,1-2 years,3,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,416.0,0.5,0.0,0.0,0.0,0.0,1
1757,1,33-37,0,6.0,at least some college,1,1-2 years,3,1,0,1,3,0,0,0,1,0,1,0,0,0,0,0,10,0,39.79166667,0.041666668,0.0,0.041666668,0.0,0.898429319,1
1759,1,33-37,0,5.0,less than hs diploma,0,greater than 2 to 3 years,6,6,3,2,5,3,1,0,1,1,0,0,0,0,0,0,9,3,41.4,0.06666667,0.0,0.0,0.0,1.0,1
1760,1,28-32,0,8.0,less than hs diploma,0,1-2 years,6,6,0,5,0,5,0,0,0,1,0,0,1,0,0,0,3,2,21.9,0.400000006,0.200000003,0.0,0.0,0.0,1
1761,1,33-37,0,9.0,less than hs diploma,3,1-2 years,9,6,2,1,5,4,0,1,1,1,1,0,0,0,0,0,6,1,174.625,0.0,0.0,0.0,0.0,0.335719399,1
1762,1,33-37,0,9.0,less than hs diploma,0,1-2 years,10,6,1,2,5,5,0,0,0,1,0,0,1,1,1,4,1,0,38.88888889,0.0,0.111111112,0.0,0.0,0.0,1
1763,1,33-37,0,8.0,less than hs diploma,3,1-2 years,4,3,0,0,5,3,0,1,0,1,0,0,0,0,0,0,10,1,119.0,0.125,0.0,0.0,0.0,0.552521008,1
1764,1,33-37,0,8.0,high school diploma,2,greater than 2 to 3 years,10,6,3,5,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1765,1,38-42,0,6.0,less than hs diploma,3,greater than 2 to 3 years,10,6,3,5,1,5,0,1,0,0,0,0,0,0,0,3,0,0,78.6,0.0,0.0,0.0,0.0,0.0,1
1767,1,28-32,0,10.0,high school diploma,1,1-2 years,6,6,0,2,5,5,0,1,1,1,1,0,0,0,0,0,6,0,339.0,1.0,0.0,0.0,0.0,0.061946903,1
1768,1,28-32,1,9.0,high school diploma,2,more than 3 years,10,1,2,5,0,3,0,1,0,0,1,1,0,0,0,3,4,0,74.6,0.0,0.0,0.0,0.0,0.321715818,1
1769,0,48 or older,0,4.0,less than hs diploma,0,greater than 2 to 3 years,3,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,6,3,124.75,0.0,0.0,0.0,0.0,0.0,0
1770,1,28-32,0,8.0,high school diploma,3,less than 1 year,8,6,0,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,92.0,0.0,0.0,0.0,0.0,1.0,1
1771,1,33-37,1,7.0,at least some college,3,greater than 2 to 3 years,10,6,1,2,5,3,0,1,1,0,1,0,0,0,0,0,6,1,25.81481481,0.037037037,0.0,0.0,0.0,0.30989957,1
1772,1,33-37,0,7.0,high school diploma,3,1-2 years,10,4,1,2,5,5,0,0,1,1,0,0,0,0,0,0,0,1,11.69565217,0.0,0.0,0.0,0.0,0.977695167,1
1773,1,48 or older,0,4.0,high school diploma,1,1-2 years,10,6,3,2,5,5,1,0,1,1,0,0,0,1,0,3,10,2,7.5,0.0,0.0,0.039473683,0.0,0.0,1
1774,1,33-37,0,2.0,less than hs diploma,1,1-2 years,9,6,3,2,3,5,1,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
1775,1,28-32,0,8.0,high school diploma,2,greater than 2 to 3 years,10,1,3,0,5,1,0,1,1,1,1,0,0,0,0,4,10,3,24.08108108,0.135135129,0.0,0.0,0.027027028,0.851851852,0
