,gender_male,gang_affiliated,supervision_risk_score_first,dependents,prior_arrest_episodes_felony,prior_arrest_episodes_misd,prior_arrest_episodes_violent,prior_arrest_episodes_property,prior_arrest_episodes_drug,prior_arrest_episodes_ppviolationcharges,prior_arrest_episodes_dvcharges,prior_arrest_episodes_guncharges,condition_mh_sa,condition_cog_ed,condition_other,violations_electronicmonitoring,violations_instruction,violations_failtoreport,violations_movewithoutpermission,delinquency_reports,program_attendances,residence_changes,avg_days_per_drugtest,drugtests_thc_positive,drugtests_cocaine_positive,drugtests_meth_positive,drugtests_other_positive,percent_days_employed,recidivism_within_3years,age_at_release_18-22,age_at_release_23-27,age_at_release_28-32,age_at_release_33-37,age_at_release_38-42,age_at_release_43-47,age_at_release_48 or older,education_level_at least some college,education_level_high school diploma,education_level_less than hs diploma,prison_years_1-2 years,prison_years_greater than 2 to 3 years,prison_years_less than 1 year,prison_years_more than 3 years
2907,1,0,5.0,1,8,3,1,4,1,2,0,0,1,1,1,0,0,0,1,1,6,0,17.5,0.13636364,0.0,0.0,0.0,0.454545455,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2908,1,0,9.0,3,8,0,1,5,0,2,0,0,1,0,0,0,1,0,1,4,0,3,66.52173913,0.0,0.0,0.0,0.0,0.616993464,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2909,1,1,8.0,0,6,6,1,5,2,3,0,0,1,1,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2910,1,1,9.0,1,7,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2911,1,0,6.0,3,2,2,3,0,1,0,1,0,1,0,1,1,0,0,0,2,0,1,510.5,0.0,0.0,0.0,0.0,0.970617042,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2912,1,0,6.0,3,5,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,31.0,0.0,0.0,0.0,0.0,0.806451613,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2913,1,0,10.0,0,5,4,0,1,4,3,0,0,1,1,0,0,1,0,0,0,10,0,45.53846154,0.115384616,0.03846154,0.0,0.0,0.608108108,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2914,1,0,6.0,0,8,2,2,3,0,1,0,0,0,1,1,1,1,0,0,4,10,0,79.92307692,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2915,1,0,6.0,3,7,5,1,2,5,2,0,1,0,0,0,0,0,0,1,0,0,1,159.3333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2916,1,0,3.0,1,8,1,1,5,0,3,0,0,1,0,0,0,0,0,0,3,0,2,114.6666667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2917,1,0,10.0,0,4,3,0,3,1,4,0,0,1,0,0,1,0,1,0,4,10,0,43.57575758,0.121212125,0.0,0.0,0.0,0.876216968,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2918,1,0,7.0,3,8,6,0,0,5,3,0,0,1,0,0,0,0,0,0,0,6,2,218.125,0.0,0.0,0.0,0.0,0.099713467,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2919,1,0,4.0,0,10,1,2,1,5,4,0,1,0,1,0,0,0,0,0,0,0,1,176.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2920,1,0,4.0,3,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.854819977,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2921,1,0,4.0,2,4,6,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,2,268.3333333,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2922,1,0,3.0,2,4,0,1,2,0,1,0,1,1,0,0,0,0,0,0,1,7,3,43.95454545,0.090909094,0.0,0.0,0.0,0.550155119,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
2923,1,0,5.0,3,3,2,1,1,0,1,0,0,0,0,1,0,1,0,0,4,1,0,35.81818182,0.0,0.0,0.0,0.090909094,0.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2924,1,0,6.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.93333333,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2925,1,0,10.0,0,10,6,3,3,2,5,0,0,0,0,0,0,0,0,0,4,0,3,86.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2926,1,0,1.0,2,7,6,2,5,1,5,1,0,1,0,1,0,0,0,0,0,6,2,3.741935484,0.0,0.064516127,0.0,0.0,0.74137931,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2927,1,1,7.0,2,10,3,2,5,1,2,0,1,1,0,0,0,0,0,0,0,0,1,76.0,0.0,0.0,0.0,0.0,0.242105263,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2928,1,0,10.0,0,10,1,3,5,3,0,0,0,1,1,1,0,0,0,0,0,10,3,93.85714286,0.0,0.0,0.0,0.0,0.811770675,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2929,1,0,3.0,0,10,6,3,3,1,3,1,0,1,0,0,0,0,0,0,2,0,0,68.4,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2930,1,0,10.0,3,9,3,0,4,2,4,0,1,1,1,1,0,0,0,0,0,10,0,112.75,0.0,0.25,0.0,0.0,0.911308204,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2931,1,0,6.0,3,6,0,1,0,3,1,0,0,1,1,0,0,1,0,1,4,2,2,43.5,0.200000003,0.100000001,0.0,0.0,0.379310345,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2932,1,0,3.0,3,10,4,0,5,0,5,0,0,1,1,0,0,0,0,0,2,10,1,4.955555556,0.06666667,0.0,0.044444446,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2933,1,0,1.0,2,7,3,1,0,5,1,0,1,1,1,0,0,0,0,0,0,5,3,70.0,0.100000001,0.0,0.0,0.0,0.671428571,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2934,1,0,10.0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,168.5,0.0,0.0,0.0,0.0,0.048071217,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2935,1,0,7.0,2,6,2,0,2,5,2,0,1,1,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2936,1,0,3.0,1,5,2,2,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,5.885714286,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2937,1,0,5.0,3,5,1,1,3,1,2,0,0,1,1,1,0,0,1,0,0,4,2,192.5,0.5,0.5,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2938,1,1,8.0,0,5,0,1,2,1,1,0,0,0,0,0,0,1,1,1,4,10,1,6.177419355,0.209677413,0.0,0.0,0.008064516,0.122715405,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2939,1,0,6.0,0,2,6,2,0,1,0,1,1,1,1,0,0,0,0,0,0,4,0,269.6666667,0.0,0.0,0.0,0.0,0.924598269,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2940,1,1,4.0,3,6,4,3,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2941,1,1,6.0,1,6,2,2,1,0,3,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.862385321,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2942,1,0,4.0,0,2,4,0,2,0,0,0,0,0,0,0,1,1,0,0,0,10,1,72.54545455,0.0,0.0,0.0,0.0,0.793233083,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2943,1,0,8.0,0,6,1,1,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,146.1428571,0.0,0.0,0.0,0.0,0.782013685,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2944,1,0,10.0,1,10,4,0,5,1,3,0,1,1,0,0,0,0,0,0,0,9,2,393.0,0.25,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2945,1,1,10.0,3,10,6,3,0,4,4,1,1,1,1,0,0,0,0,0,2,0,1,57.8,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2946,1,0,6.0,3,3,6,2,1,0,5,0,0,1,0,1,1,1,0,1,4,7,2,21.13333333,0.0,0.0,0.0,0.0,0.14511041,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2947,1,0,4.0,1,10,6,0,5,3,5,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2948,1,0,4.0,3,5,4,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,75.875,0.0,0.0,0.0,0.0,0.731466227,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2949,1,0,10.0,1,9,2,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,53.83333333,0.166666672,0.0,0.0,0.0,0.73374613,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2950,1,1,7.0,1,10,4,0,5,0,5,0,1,1,1,0,0,1,1,1,4,10,0,21.96,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2951,1,0,3.0,1,10,6,3,3,5,5,1,1,1,0,0,0,0,0,0,4,9,0,78.64285714,0.0,0.0,0.071428575,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2952,1,0,7.0,3,3,2,1,2,0,3,0,0,0,0,1,1,0,0,0,0,6,0,55.42857143,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2953,1,1,6.0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,4,0,2,156.6666667,0.333333343,0.0,0.0,0.0,0.104255319,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2954,1,1,7.0,2,5,3,1,2,1,3,0,1,0,0,1,0,1,0,0,3,9,0,38.0,0.5,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2955,1,0,10.0,0,10,6,0,5,2,5,0,1,1,0,1,0,0,0,0,4,0,0,26.61111111,0.0,0.0,0.055555556,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2956,0,0,6.0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2957,1,0,3.0,2,10,6,3,5,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2958,1,0,8.0,0,8,6,1,5,2,3,0,0,1,1,0,0,1,0,1,0,10,1,487.4,0.0,0.0,0.0,0.0,0.656544932,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2959,1,0,4.0,3,10,3,1,5,2,1,0,1,1,0,0,0,0,0,1,4,2,2,78.5,0.333333343,0.166666672,0.166666672,0.0,0.851380042,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2960,1,0,1.0,0,10,2,0,5,0,5,0,0,1,1,1,0,0,0,0,0,0,0,15.5,0.0,0.166666672,0.0,0.0,0.774193548,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2961,0,0,8.0,3,10,3,0,3,5,1,0,0,1,0,0,0,0,0,0,3,0,1,22.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2962,1,0,7.0,0,8,2,1,5,0,2,1,0,1,1,1,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2963,1,1,7.0,3,10,6,3,4,0,3,0,1,0,1,0,0,1,0,0,1,5,0,32.39583333,0.0,0.0,0.0,0.0,0.530546624,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2964,1,0,10.0,0,3,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.281306715,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2965,1,0,2.0,0,8,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,10,0,239.0,0.333333343,0.0,0.0,0.0,0.358437936,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2966,1,0,7.0,2,6,6,3,4,1,2,0,0,1,1,0,0,1,1,1,4,8,0,112.0,0.166666672,0.0,0.166666672,0.0,0.635416667,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2967,1,0,6.0,2,1,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,246.8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2968,1,0,4.0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,10,0,17.95555556,0.022222223,0.0,0.0,0.022222223,1.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2969,1,0,6.0,3,10,4,1,5,4,5,0,0,1,1,0,0,0,1,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2970,1,1,4.0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,24.35294118,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2971,1,1,6.0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,74.125,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2972,1,0,2.0,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.990358127,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2973,1,0,2.0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.27272727,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2974,0,0,10.0,3,10,6,1,5,5,5,1,0,1,1,1,0,0,0,0,0,0,3,58.66666667,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2975,1,0,10.0,3,10,6,1,5,1,5,1,1,1,1,1,0,0,0,0,4,5,1,58.57142857,0.0,0.0,1.0,0.0,0.336585366,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2976,1,0,8.0,3,7,6,3,4,3,5,0,0,0,1,0,0,0,0,0,0,0,0,147.3333333,0.0,0.0,0.0,0.0,0.287330317,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2977,1,0,3.0,2,5,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,138.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2978,1,0,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.949685535,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2979,1,0,1.0,0,3,2,1,0,2,1,1,0,1,0,0,0,0,0,0,3,0,1,79.625,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2980,1,0,6.0,1,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,472.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2981,1,0,3.0,3,5,6,3,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,71.25,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2982,1,1,7.0,3,10,1,0,0,5,5,0,1,1,1,0,0,1,1,1,3,0,0,135.5,0.5,0.0,0.0,0.0,0.487084871,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2983,1,0,4.0,0,8,4,0,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2984,1,0,7.0,3,10,4,2,0,4,5,0,0,1,0,0,0,0,0,0,0,0,1,46.92307692,0.0,0.07692308,0.0,0.07692308,0.28852459,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2985,1,1,6.0,1,2,0,2,0,0,1,0,0,1,1,1,0,0,0,0,3,4,0,22.55555556,0.111111112,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2986,1,0,10.0,0,4,1,2,1,1,0,0,0,1,0,1,1,1,0,0,0,10,0,55.125,0.625,0.0,0.0,0.0,0.770975057,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2987,1,0,6.0,1,6,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0,5,1,14.04347826,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2988,1,0,8.0,1,10,6,0,5,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2989,1,0,8.0,3,10,6,1,5,4,5,0,0,1,0,0,0,1,1,0,4,3,0,7.6,0.0,0.200000003,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2990,0,0,6.0,3,10,2,0,5,0,3,0,0,1,1,1,0,0,0,0,0,8,0,10.42857143,0.0,0.0,0.0,0.0,0.997716895,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2991,1,0,6.0,1,4,4,2,1,0,3,1,0,0,0,0,1,1,0,1,0,10,2,8.666666667,0.0,0.0,0.0,0.0,0.389140271,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2992,1,0,9.0,0,10,5,1,5,1,5,0,1,1,0,0,1,1,0,0,0,10,2,49.59459459,0.0,0.0,0.0,0.0,0.520980926,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2993,1,1,7.0,3,10,5,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,39.24,0.039999999,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2994,1,0,5.0,3,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,161.4166667,0.0,0.0,0.0,0.0,0.215797625,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2995,1,0,6.0,2,4,4,1,5,2,1,0,0,0,0,0,0,0,1,0,3,7,1,35.76666667,0.06666667,0.13333334,0.033333335,0.0,0.869524697,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2996,1,0,5.0,3,10,6,3,3,2,3,0,1,1,1,0,0,0,0,0,1,0,3,180.1,0.0,0.0,0.0,0.0,0.888395336,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2997,1,1,6.0,2,4,1,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,82.5,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2998,1,0,6.0,3,10,6,0,0,5,5,0,0,1,0,0,0,1,0,0,4,10,3,130.6153846,0.15384616,0.0,0.0,0.0,0.942285041,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2999,1,0,6.0,1,8,5,3,1,4,0,1,0,0,0,0,0,0,0,0,3,5,1,135.25,0.25,0.0,0.0,0.0,0.959334566,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3000,0,0,5.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55.7,0.0,0.0,0.0,0.0,0.66427289,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3001,1,0,7.0,1,10,6,0,5,5,5,0,0,1,0,0,0,0,0,0,3,4,1,69.8,0.400000006,0.0,0.200000003,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3002,1,0,10.0,0,7,6,3,1,5,2,0,1,1,1,1,1,0,0,0,0,5,0,13.14285714,0.0,0.0,0.0,0.0,0.902173913,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3003,1,0,8.0,2,10,3,1,4,0,5,0,0,0,0,1,0,0,0,0,4,0,3,111.0,0.0,0.0,0.0,0.0,0.973873874,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3004,1,0,4.0,1,7,6,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.218799368,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3005,1,0,8.0,3,10,6,0,5,5,2,0,0,1,1,0,0,0,0,0,0,0,1,69.875,0.0,0.0,0.0,0.0,0.997316637,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3006,1,0,9.0,1,10,6,3,5,4,5,1,0,1,0,0,0,0,0,0,0,0,0,137.8,0.200000003,0.200000003,0.0,0.400000006,0.068214804,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3007,1,0,10.0,3,6,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,6,3,185.9,0.100000001,0.0,0.0,0.0,0.147928994,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3008,1,0,9.0,2,5,2,1,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,51.33333333,0.06666667,0.0,0.0,0.0,0.531168831,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3009,1,0,3.0,3,5,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.91304348,0.0,0.0,0.0,0.0,0.805676856,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3010,1,1,4.0,2,6,6,3,2,1,5,1,1,1,0,1,0,0,1,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3011,1,0,4.0,0,5,3,2,0,2,0,0,1,1,1,1,1,1,0,0,4,6,0,36.0,0.0,0.0,0.0,0.0,0.064814815,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3012,1,0,5.0,1,10,3,1,3,2,5,1,1,0,1,0,0,1,1,1,4,6,0,35.25,0.0,0.025,0.0,0.0,0.936170213,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3013,1,0,7.0,2,7,6,0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3014,1,0,3.0,0,5,1,1,1,3,3,0,0,1,0,0,0,0,0,0,2,6,1,61.33333333,0.0,0.0,0.0,0.0,0.934782609,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3015,1,0,7.0,1,9,6,1,1,5,5,0,0,1,1,0,0,1,1,1,4,5,2,152.0909091,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3016,1,0,10.0,3,7,5,1,1,5,5,0,0,1,0,0,0,0,1,0,0,9,0,87.0,0.200000003,0.0,0.0,0.0,0.234482759,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3017,1,0,10.0,3,10,2,1,5,1,3,0,1,0,0,1,0,0,0,0,0,0,3,90.25,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3018,1,0,9.0,0,10,4,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,55.6875,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3019,1,0,8.0,0,6,1,0,5,0,0,0,0,0,1,1,0,1,0,1,4,0,2,44.32258065,0.032258064,0.161290318,0.0,0.064516127,0.995633188,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3020,1,0,7.0,0,4,6,1,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,87.66666667,0.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3021,1,0,3.0,3,6,2,0,2,4,0,0,0,1,0,0,0,0,0,0,0,6,1,30.7,0.0,0.0,0.0,0.0,0.872964169,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3022,0,0,6.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.5,0.0,0.0,0.0,0.0,0.92173913,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3023,1,0,6.0,2,10,5,3,3,0,1,0,1,1,1,0,0,0,0,0,1,4,2,17.75,0.0,0.0,0.0,0.0,0.436619718,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3024,1,1,1.0,2,6,1,0,4,2,1,0,0,0,0,0,0,1,1,0,3,4,3,34.47058824,0.470588237,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3025,1,1,5.0,1,5,6,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1,257.0,0.200000003,0.200000003,0.0,0.0,0.505836576,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3026,1,0,5.0,0,10,6,2,5,1,5,0,1,1,1,1,0,1,1,1,4,0,3,95.58333333,0.166666672,0.083333336,0.166666672,0.25,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3027,1,0,6.0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.03571429,0.053571429,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3028,1,0,2.0,0,4,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,2,30.9,0.0,0.0,0.0,0.0,0.382955771,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3029,1,0,7.0,3,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,162.25,0.0,0.0,0.0,0.0,0.821777093,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3030,1,0,6.0,0,10,1,0,4,5,5,0,0,1,1,0,0,0,0,0,0,7,0,193.5,0.0,0.0,0.0,0.0,0.387596899,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3031,1,1,7.0,3,10,6,1,5,1,3,1,0,1,1,0,0,1,1,1,0,2,3,0.0,0.0,0.0,0.0,0.0,0.700636943,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3032,1,0,7.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,149.5,0.0,0.0,0.0,0.0,0.996655518,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
3033,1,0,4.0,1,10,6,3,5,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3034,1,0,2.0,1,3,6,2,4,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.802631579,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
